Delivery_person_Age,Delivery_person_Ratings,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_Orderd_hour,Delivery_city
22.0,4.8,1900-01-01 21:35:00,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,BANG
26.0,4.7,1900-01-01 22:35:00,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,CHEN
28.0,4.9,,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,21,BANG
,,1900-01-01 10:30:00,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10,SUR
24.0,4.9,1900-01-01 10:30:00,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,10,RANCHI
31.0,4.8,1900-01-01 11:35:00,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,11,VAD
25.0,4.7,1900-01-01 23:45:00,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,VAD
36.0,4.4,1900-01-01 21:05:00,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,,BANG
33.0,4.9,1900-01-01 22:40:00,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,MYS
23.0,4.9,1900-01-01 17:35:00,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,HYD
31.0,4.5,1900-01-01 22:40:00,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,BANG
23.0,4.0,1900-01-01 10:45:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,10,AGR
39.0,4.8,1900-01-01 19:45:00,Cloudy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,19,SUR
37.0,4.1,1900-01-01 20:50:00,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,PUNE
28.0,4.8,1900-01-01 23:30:00,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,23,DEH
37.0,4.0,1900-01-01 19:40:00,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,19,INDO
20.0,4.9,1900-01-01 22:05:00,Windy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,21,COIMB
34.0,4.1,1900-01-01 19:20:00,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,19,INDO
33.0,4.0,1900-01-01 20:50:00,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,CHEN
30.0,4.3,1900-01-01 19:25:00,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,MUM
36.0,4.7,1900-01-01 22:10:00,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,,RANCHI
29.0,4.7,1900-01-01 23:50:00,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,23,MYS
27.0,4.9,,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,SUR
22.0,4.6,1900-01-01 20:55:00,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,20,RANCHI
36.0,4.9,1900-01-01 23:05:00,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,JAP
22.0,4.2,1900-01-01 11:40:00,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,11,INDO
37.0,4.6,1900-01-01 12:15:00,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,12,MYS
25.0,4.7,1900-01-01 20:45:00,Cloudy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,20,COIMB
39.0,5.0,1900-01-01 22:05:00,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,MUM
35.0,4.9,1900-01-01 22:35:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,MYS
27.0,4.7,1900-01-01 20:45:00,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,COIMB
35.0,5.0,1900-01-01 21:35:00,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,PUNE
25.0,4.9,1900-01-01 21:50:00,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,21,CHEN
23.0,4.5,1900-01-01 08:30:00,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,8,BANG
38.0,4.6,1900-01-01 19:15:00,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,MYS
37.0,4.7,1900-01-01 11:05:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,10,CHEN
31.0,4.7,1900-01-01 17:05:00,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,16,HYD
31.0,4.7,1900-01-01 18:05:00,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,,PUNE
29.0,4.6,1900-01-01 22:55:00,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,22,RANCHI
20.0,4.6,1900-01-01 19:45:00,Windy,Jam,2,Snack,scooter,0.0,No,Urban,19,SUR
28.0,4.9,1900-01-01 17:20:00,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,17,CHEN
36.0,4.7,1900-01-01 19:10:00,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,,KNP
33.0,4.1,,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16,KOL
35.0,4.5,1900-01-01 18:35:00,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,18,COIMB
30.0,4.6,1900-01-01 17:15:00,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Urban,17,RANCHI
23.0,5.0,1900-01-01 21:50:00,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,VAD
27.0,4.5,1900-01-01 18:50:00,Fog,Medium,1,Snack,scooter,1.0,No,Urban,18,VAD
23.0,4.9,1900-01-01 19:50:00,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,19,BANG
38.0,4.0,1900-01-01 21:40:00,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,VAD
23.0,4.1,1900-01-01 10:35:00,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,10,INDO
33.0,4.8,1900-01-01 11:50:00,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,11,PUNE
27.0,4.8,1900-01-01 19:50:00,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,19,BANG
35.0,4.8,,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,,HYD
39.0,4.5,1900-01-01 20:45:00,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,20,KOL
35.0,4.9,1900-01-01 12:05:00,Windy,High,2,Meal,motorcycle,0.0,No,Metropolitian,11,COIMB
21.0,5.0,1900-01-01 08:30:00,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,8,PUNE
24.0,4.9,1900-01-01 22:35:00,Windy,Low,1,Meal,scooter,1.0,No,Urban,22,SUR
31.0,3.7,1900-01-01 20:55:00,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Urban,20,LUDH
39.0,4.8,1900-01-01 19:30:00,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,JAP
39.0,4.5,1900-01-01 19:20:00,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,KOC
30.0,4.7,1900-01-01 16:50:00,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,MYS
23.0,4.1,1900-01-01 19:25:00,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,19,MYS
23.0,4.8,1900-01-01 17:45:00,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,LUDH
22.0,4.7,1900-01-01 17:45:00,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,SUR
23.0,4.6,1900-01-01 21:05:00,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,20,SUR
35.0,4.4,1900-01-01 21:05:00,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,20,COIMB
24.0,4.7,1900-01-01 21:50:00,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,BANG
32.0,4.4,1900-01-01 18:25:00,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,18,AGR
28.0,4.7,1900-01-01 19:20:00,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,19,CHEN
26.0,4.6,1900-01-01 19:25:00,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,19,VAD
28.0,3.3,1900-01-01 22:25:00,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,22,CHEN
36.0,4.7,1900-01-01 23:45:00,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,BANG
37.0,4.7,,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,MUM
31.0,4.8,1900-01-01 19:45:00,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,19,RANCHI
39.0,4.6,1900-01-01 09:45:00,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,9,MYS
38.0,4.8,1900-01-01 22:50:00,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,22,CHEN
25.0,4.8,1900-01-01 22:05:00,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,,VAD
38.0,4.5,1900-01-01 22:10:00,Cloudy,Jam,0,Meal,motorcycle,1.0,No,,21,AGR
27.0,4.8,1900-01-01 22:05:00,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,ALH
36.0,4.9,1900-01-01 19:35:00,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,INDO
31.0,4.0,1900-01-01 20:40:00,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,20,PUNE
39.0,4.9,1900-01-01 21:25:00,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,MUM
20.0,4.6,,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,INDO
28.0,4.5,1900-01-01 21:30:00,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,HYD
36.0,3.9,1900-01-01 21:30:00,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,21,HYD
29.0,4.7,1900-01-01 21:50:00,Stormy,Jam,1,Meal,scooter,0.0,,Urban,21,MYS
,,1900-01-01 19:45:00,Stormy,Jam,2,Buffet,scooter,2.0,No,Urban,19,COIMB
28.0,4.6,1900-01-01 16:10:00,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,COIMB
28.0,4.8,1900-01-01 20:45:00,Sunny,Jam,2,Snack,scooter,,No,Metropolitian,20,JAP
37.0,4.7,1900-01-01 18:45:00,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,PUNE
32.0,4.9,1900-01-01 22:45:00,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,22,MYS
33.0,4.7,1900-01-01 09:25:00,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,9,COIMB
36.0,4.1,1900-01-01 10:05:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,9,VAD
35.0,4.7,1900-01-01 19:40:00,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,19,AGR
32.0,4.8,1900-01-01 18:40:00,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,SUR
26.0,4.4,1900-01-01 19:45:00,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,19,BANG
23.0,4.7,1900-01-01 20:50:00,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,BANG
35.0,4.8,1900-01-01 19:40:00,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,COIMB
34.0,4.7,1900-01-01 21:40:00,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,21,INDO
20.0,4.8,1900-01-01 12:50:00,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,RANCHI
37.0,4.4,1900-01-01 23:50:00,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,PUNE
34.0,4.6,1900-01-01 18:05:00,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,,SUR
23.0,5.0,1900-01-01 13:25:00,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,13,CHEN
26.0,5.0,1900-01-01 21:40:00,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Urban,21,VAD
25.0,4.7,,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20,MYS
30.0,4.4,1900-01-01 22:45:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,AGR
22.0,4.9,1900-01-01 19:30:00,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,19,LUDH
39.0,4.9,1900-01-01 08:30:00,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,8,COIMB
39.0,4.4,1900-01-01 17:50:00,Fog,Medium,2,Buffet,scooter,2.0,No,Metropolitian,17,KOL
39.0,4.1,1900-01-01 19:30:00,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,19,VAD
34.0,4.4,,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,22,RANCHI
37.0,4.8,,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,,MYS
33.0,4.8,1900-01-01 21:50:00,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,21,AGR
28.0,4.8,,Cloudy,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,20,CHEN
24.0,4.7,1900-01-01 22:50:00,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,HYD
31.0,4.9,1900-01-01 11:10:00,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,,RANCHI
39.0,4.2,1900-01-01 20:10:00,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Urban,19,BANG
20.0,4.2,1900-01-01 22:40:00,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,DEH
27.0,5.0,1900-01-01 11:30:00,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,11,MYS
34.0,4.6,1900-01-01 22:50:00,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,VAD
38.0,4.8,1900-01-01 08:45:00,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,8,BANG
37.0,4.8,1900-01-01 22:30:00,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,COIMB
24.0,4.2,1900-01-01 20:50:00,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,20,VAD
28.0,4.8,1900-01-01 09:10:00,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,,RANCHI
22.0,4.6,1900-01-01 20:10:00,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,19,BANG
29.0,5.0,1900-01-01 23:50:00,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,23,INDO
27.0,4.9,1900-01-01 21:25:00,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,21,RANCHI
33.0,4.8,1900-01-01 15:25:00,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Urban,15,RANCHI
26.0,4.8,1900-01-01 22:40:00,Stormy,Low,2,Snack,scooter,0.0,No,Urban,22,COIMB
24.0,4.8,1900-01-01 20:05:00,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,CHEN
25.0,4.4,1900-01-01 23:30:00,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,23,PUNE
33.0,5.0,,Sandstorms,High,2,Snack,scooter,,No,,11,CHEN
35.0,5.0,1900-01-01 18:45:00,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,18,PUNE
29.0,4.6,1900-01-01 15:55:00,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,JAP
26.0,3.9,1900-01-01 12:45:00,Sunny,High,0,Snack,motorcycle,2.0,No,Metropolitian,12,PUNE
24.0,4.6,1900-01-01 15:15:00,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,15,COIMB
20.0,4.8,1900-01-01 19:30:00,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,19,CHEN
27.0,4.6,1900-01-01 23:25:00,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,23,MUM
30.0,4.7,,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,JAP
23.0,4.8,1900-01-01 10:30:00,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,10,MUM
29.0,4.7,1900-01-01 14:50:00,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,14,PUNE
37.0,4.9,1900-01-01 22:30:00,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,22,BANG
35.0,4.8,1900-01-01 18:20:00,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,SUR
25.0,4.7,1900-01-01 19:50:00,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,19,JAP
36.0,4.7,1900-01-01 22:25:00,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,22,LUDH
22.0,4.8,1900-01-01 18:50:00,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,18,HYD
25.0,4.8,,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,18,VAD
31.0,4.6,1900-01-01 22:25:00,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,MYS
32.0,4.7,1900-01-01 19:50:00,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,19,SUR
35.0,4.9,1900-01-01 18:20:00,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,MUM
28.0,4.8,1900-01-01 20:10:00,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,,JAP
39.0,4.9,1900-01-01 08:50:00,Fog,Low,1,Buffet,scooter,1.0,No,Urban,8,VAD
29.0,4.1,1900-01-01 18:05:00,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,17,INDO
21.0,4.7,1900-01-01 22:55:00,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,HYD
37.0,4.7,1900-01-01 22:05:00,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,VAD
38.0,4.9,,Sunny,High,0,Buffet,motorcycle,1.0,No,Urban,14,PUNE
36.0,4.0,1900-01-01 17:30:00,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,17,ALH
38.0,5.0,1900-01-01 19:50:00,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,19,BANG
31.0,4.0,1900-01-01 18:15:00,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,18,MYS
26.0,4.7,1900-01-01 19:50:00,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19,BANG
23.0,4.5,1900-01-01 21:35:00,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,21,PUNE
24.0,4.7,,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,CHEN
37.0,3.5,1900-01-01 18:10:00,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,17,LUDH
27.0,4.8,,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,BANG
34.0,4.6,1900-01-01 10:35:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,10,KNP
30.0,4.2,1900-01-01 20:50:00,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,SUR
33.0,4.9,1900-01-01 22:35:00,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,VAD
22.0,4.9,1900-01-01 20:45:00,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,20,MUM
37.0,4.8,1900-01-01 23:25:00,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,23,INDO
29.0,4.3,1900-01-01 22:30:00,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,RANCHI
23.0,4.5,1900-01-01 19:45:00,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,19,MUM
29.0,4.6,1900-01-01 18:25:00,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,18,RANCHI
35.0,4.9,1900-01-01 20:40:00,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,INDO
22.0,4.2,1900-01-01 20:50:00,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,20,MUM
27.0,4.8,1900-01-01 17:45:00,Sunny,Medium,2,Drinks,motorcycle,,No,Metropolitian,17,RANCHI
37.0,4.6,1900-01-01 18:45:00,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,BANG
39.0,4.7,1900-01-01 22:35:00,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,GOA
24.0,4.8,1900-01-01 16:25:00,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,SUR
29.0,4.8,1900-01-01 19:50:00,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,19,PUNE
23.0,4.2,1900-01-01 19:45:00,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19,JAP
33.0,4.1,1900-01-01 14:40:00,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,14,RANCHI
32.0,4.8,1900-01-01 23:25:00,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,KOL
22.0,4.9,1900-01-01 19:55:00,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,,19,CHEN
37.0,3.7,1900-01-01 22:35:00,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,RANCHI
22.0,4.8,1900-01-01 17:25:00,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,17,MYS
36.0,4.1,,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,10,CHEN
21.0,4.7,1900-01-01 20:05:00,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,VAD
24.0,4.6,1900-01-01 21:15:00,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,,AURG
29.0,4.9,1900-01-01 17:45:00,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,MUM
37.0,4.9,1900-01-01 14:35:00,Sunny,High,0,Meal,motorcycle,1.0,No,Urban,14,VAD
26.0,4.1,1900-01-01 10:40:00,Sandstorms,Low,0,Meal,motorcycle,0.0,No,,10,MUM
31.0,4.2,1900-01-01 18:40:00,Windy,Medium,2,Snack,scooter,1.0,No,Urban,18,PUNE
20.0,4.9,1900-01-01 23:30:00,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,23,VAD
22.0,4.7,1900-01-01 08:50:00,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,8,RANCHI
36.0,4.1,1900-01-01 17:20:00,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,JAP
32.0,4.9,1900-01-01 11:40:00,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,11,MUM
39.0,4.9,1900-01-01 21:20:00,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,BANG
36.0,4.9,,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,23,INDO
25.0,4.8,,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,MYS
36.0,5.0,1900-01-01 10:05:00,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,9,PUNE
35.0,4.5,,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23,KOC
35.0,4.3,1900-01-01 23:50:00,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,PUNE
25.0,4.7,1900-01-01 15:30:00,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15,SUR
33.0,4.8,1900-01-01 21:45:00,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,21,INDO
24.0,4.7,1900-01-01 19:40:00,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,19,JAP
37.0,5.0,1900-01-01 20:15:00,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,,BANG
34.0,4.9,1900-01-01 10:35:00,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,MYS
34.0,5.0,1900-01-01 17:15:00,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,MUM
20.0,5.0,1900-01-01 19:55:00,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,19,BANG
36.0,4.6,1900-01-01 17:25:00,Windy,Medium,1,Buffet,scooter,,No,Urban,17,JAP
31.0,4.9,1900-01-01 21:30:00,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,INDO
37.0,4.0,1900-01-01 14:50:00,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,14,AURG
32.0,3.8,1900-01-01 20:55:00,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,BANG
24.0,4.6,1900-01-01 18:05:00,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,PUNE
35.0,5.0,1900-01-01 18:30:00,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,18,BANG
27.0,4.6,1900-01-01 18:05:00,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,17,COIMB
21.0,4.6,1900-01-01 20:55:00,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,20,CHEN
25.0,4.8,1900-01-01 16:05:00,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,CHEN
20.0,4.6,1900-01-01 21:05:00,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,20,DEH
36.0,4.1,1900-01-01 20:40:00,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,20,INDO
35.0,4.0,1900-01-01 18:10:00,Windy,Medium,0,Buffet,motorcycle,1.0,No,Semi-Urban,17,KNP
31.0,4.8,1900-01-01 22:05:00,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,21,RANCHI
36.0,4.1,,Windy,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,21,INDO
20.0,4.6,1900-01-01 18:30:00,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,18,MYS
25.0,4.9,,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,BANG
29.0,4.7,1900-01-01 08:40:00,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,8,RANCHI
20.0,5.0,1900-01-01 17:50:00,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,17,KOL
24.0,4.7,1900-01-01 08:35:00,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,8,JAP
22.0,4.8,1900-01-01 19:20:00,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,ALH
28.0,4.7,1900-01-01 18:50:00,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,COIMB
28.0,5.0,1900-01-01 18:50:00,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,MUM
34.0,4.0,,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,20,VAD
28.0,5.0,1900-01-01 13:45:00,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,13,HYD
21.0,4.9,1900-01-01 21:35:00,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,PUNE
34.0,4.8,1900-01-01 12:45:00,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,12,SUR
