Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Time_Orderd_hour,Delivery_city
33.0,4.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.50511746253,20,CHEN
30.0,4.3,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.498236598334,19,MUM
29.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,19,20002.511139101563,23,MYS
27.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.50882407639,23,SUR
22.0,4.6,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,38,20002.49024119101,20,RANCHI
36.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.486318360192,22,JAP
22.0,4.2,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.51970757767,11,INDO
37.0,4.6,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,24,20002.517393119324,12,MYS
25.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,40,20002.505003810627,20,COIMB
39.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.498236598334,21,MUM
35.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,41,20002.497495421838,22,MYS
27.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.513571575433,20,COIMB
35.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,37,20002.511405493675,21,PUNE
25.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,20002.508331378383,21,CHEN
23.0,4.5,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,17,20002.519669116737,8,BANG
38.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.505076695827,19,MYS
37.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,26,20002.52023643159,10,CHEN
31.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,17,20002.517461740994,16,HYD
31.0,4.7,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,25,20002.51582315348,,PUNE
29.0,4.6,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,13,20002.518816940006,22,RANCHI
20.0,4.6,Windy,Jam,2,Snack,scooter,0.0,No,Urban,23,20002.518793711974,19,SUR
28.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,18,20002.505117016382,17,CHEN
36.0,4.7,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,20002.518853482503,,KNP
33.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.517550545384,16,KOL
35.0,4.5,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.513571575433,18,COIMB
30.0,4.6,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Urban,28,20002.51595904672,17,RANCHI
27.0,4.5,Fog,Medium,1,Snack,scooter,1.0,No,Urban,25,20002.508910088523,18,VAD
23.0,4.9,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,23,20002.497550420536,19,BANG
23.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.519707639593,10,INDO
33.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,45,20002.520241272938,11,PUNE
27.0,4.8,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.513621455517,19,BANG
35.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,16,20002.515794989933,,HYD
39.0,4.5,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.513956392915,20,KOL
35.0,4.9,Windy,High,2,Meal,motorcycle,0.0,No,Metropolitian,31,20002.52023500049,11,COIMB
21.0,5.0,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,20002.520241319722,8,PUNE
24.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Urban,19,20002.515892982516,22,SUR
31.0,3.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Urban,32,20002.509652758232,20,LUDH
39.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,20002.5160738749,19,JAP
39.0,4.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.50820257268,19,KOC
30.0,4.7,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.517393119142,16,MYS
23.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.505076468664,19,MYS
23.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.487442407255,17,LUDH
22.0,4.7,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,20002.49849303483,17,SUR
23.0,4.6,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.489799012044,20,SUR
35.0,4.4,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,44,20002.51109616381,20,COIMB
24.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.513620096815,21,BANG
32.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,32,20002.51886191409,18,AGR
28.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,20002.51362003115,19,CHEN
26.0,4.6,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,18,20002.515926818352,19,VAD
28.0,3.3,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,42,20002.51116525165,22,CHEN
36.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.518723924153,23,BANG
37.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,23,20002.518773126012,22,MUM
31.0,4.8,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,20002.51399407112,19,RANCHI
39.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51966730612,9,MYS
38.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,20002.505119206584,22,CHEN
38.0,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,No,,25,20002.51886196702,21,AGR
27.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.49913310225,21,ALH
36.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,20002.498720292584,19,INDO
31.0,4.0,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,43,20002.505513069522,20,PUNE
39.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.498224789342,21,MUM
20.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.50894215846,23,INDO
28.0,4.5,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.50542611951,21,HYD
36.0,3.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20002.50857172745,21,HYD
29.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,,Urban,11,20002.513603271676,21,MYS
,,Stormy,Jam,2,Buffet,scooter,2.0,No,Urban,38,20002.51109616381,19,COIMB
28.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,20002.51737896972,15,COIMB
28.0,4.8,Sunny,Jam,2,Snack,scooter,,No,Metropolitian,14,20002.516074164345,20,JAP
37.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,20002.51582225711,18,PUNE
32.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,30,20002.488402468716,22,MYS
33.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.5196638113,9,COIMB
36.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,26,20002.52024543946,9,VAD
32.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.518793711908,18,SUR
26.0,4.4,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,42,20002.511161390965,19,BANG
23.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.511161198054,20,BANG
35.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.51357108478,19,COIMB
34.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33,20002.511634247447,21,INDO
20.0,4.8,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,20002.517566837272,12,RANCHI
37.0,4.4,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.51876826819,23,PUNE
34.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.515894031476,,SUR
23.0,5.0,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.517401273875,13,CHEN
26.0,5.0,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Urban,37,20002.498656106505,21,VAD
25.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,20002.508296582713,20,MYS
30.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.518861944674,22,AGR
22.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.487442448233,19,LUDH
39.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,18,20002.520234992055,8,COIMB
39.0,4.4,Fog,Medium,2,Buffet,scooter,2.0,No,Metropolitian,44,20002.508925745686,17,KOL
39.0,4.1,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.515926860957,19,VAD
34.0,4.4,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.49023689836,22,RANCHI
37.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.508296849628,,MYS
33.0,4.8,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30,20002.514172130333,21,AGR
28.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,45,20002.508327286818,20,CHEN
24.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.489129096553,22,HYD
39.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Urban,50,20002.50832997308,19,BANG
20.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.514335195752,22,DEH
27.0,5.0,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.519667195436,11,MYS
34.0,4.6,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,24,20002.513947664876,22,VAD
38.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,26,20002.520236388933,8,BANG
37.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,20002.50824127043,22,COIMB
24.0,4.2,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,42,20002.515926785007,20,VAD
28.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.519710714583,,RANCHI
22.0,4.6,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,38,20002.488474628273,19,BANG
29.0,5.0,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,19,20002.51881033418,23,INDO
27.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,24,20002.50899148293,21,RANCHI
33.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Urban,17,20002.517567316314,15,RANCHI
26.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Urban,17,20002.488251646053,22,COIMB
24.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.488481971744,19,CHEN
25.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,27,20002.518768292386,23,PUNE
33.0,5.0,Sandstorms,High,2,Snack,scooter,,No,,33,20002.520236349435,11,CHEN
35.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.513798038228,18,PUNE
29.0,4.6,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,20002.5176405139,15,JAP
26.0,3.9,Sunny,High,0,Snack,motorcycle,2.0,No,Metropolitian,47,20002.517479719438,12,PUNE
24.0,4.6,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,13,20002.517378920573,15,COIMB
20.0,4.8,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.51116271727,19,CHEN
27.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.51382109967,23,MUM
30.0,4.7,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.506329724605,22,JAP
23.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,18,20002.520241798604,10,MUM
29.0,4.7,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.517479017166,14,PUNE
37.0,4.9,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,15,20002.5136199386,22,BANG
35.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.50882607218,18,SUR
25.0,4.7,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.5160738749,19,JAP
36.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,19,20002.500060662693,22,LUDH
22.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,20002.511349895478,18,HYD
25.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.5139476752,18,VAD
31.0,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.508297274988,22,MYS
32.0,4.7,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.508823499425,19,SUR
35.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.50868799007,18,MUM
28.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,20002.511897818313,,JAP
29.0,4.1,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,37,20002.511634543007,17,INDO
21.0,4.7,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.50857205307,22,HYD
37.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.490023128954,,VAD
38.0,4.9,Sunny,High,0,Buffet,motorcycle,1.0,No,Urban,24,20002.51747930452,14,PUNE
36.0,4.0,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,44,20002.509162458682,17,ALH
38.0,5.0,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,20002.50832620125,19,BANG
31.0,4.0,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,37,20002.511138876325,18,MYS
26.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.51116043184,19,BANG
23.0,4.5,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,14,20002.51876805128,21,PUNE
24.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.49756402066,18,CHEN
37.0,3.5,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,38,20002.509651870954,17,LUDH
27.0,4.8,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.519669007703,10,BANG
34.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519726737235,10,KNP
30.0,4.2,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.505745592167,20,SUR
33.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.51160878694,22,VAD
22.0,4.9,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,11,20002.515834126236,20,MUM
37.0,4.8,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,27,20002.508943990957,23,INDO
29.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.51399383822,22,RANCHI
23.0,4.5,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.51583667148,19,MUM
29.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.490237053174,18,RANCHI
35.0,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,46,20002.508944626657,20,INDO
22.0,4.2,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,40,20002.48939547245,20,MUM
27.0,4.8,Sunny,Medium,2,Drinks,motorcycle,,No,Metropolitian,19,20002.518817869954,17,RANCHI
37.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.50511170596,18,BANG
39.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.497807287324,22,GOA
24.0,4.8,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,20002.51752470769,16,SUR
29.0,4.8,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.51582258576,19,PUNE
23.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.49101885505,19,JAP
33.0,4.1,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.5175664461,14,RANCHI
32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.508927581897,23,KOL
22.0,4.9,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,,22,20002.50833176804,19,CHEN
37.0,3.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.49881193758,22,RANCHI
22.0,4.8,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.511139305843,17,MYS
36.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.51966950905,10,CHEN
21.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.513947664876,19,VAD
24.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,20002.489554175783,,AURG
29.0,4.9,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.518774909775,17,MUM
37.0,4.9,Sunny,High,0,Meal,motorcycle,1.0,No,Urban,21,20002.517546152532,14,VAD
26.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,,24,20002.519691701633,10,MUM
31.0,4.2,Windy,Medium,2,Snack,scooter,1.0,No,Urban,37,20002.511404380428,18,PUNE
20.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,16,20002.5139476752,23,VAD
22.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,20002.519710714038,8,RANCHI
36.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.509287001052,17,JAP
32.0,4.9,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.520241924776,11,MUM
39.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.513619335376,21,BANG
36.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.508942472512,23,INDO
25.0,4.8,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,28,20002.505075146433,19,MYS
36.0,5.0,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.520241270893,9,PUNE
35.0,4.5,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,35,20002.48814704009,23,KOC
35.0,4.3,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,36,20002.48931197053,23,PUNE
25.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.517525234878,15,SUR
33.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,20,20002.49872192993,21,INDO
24.0,4.7,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,25,20002.50632983636,19,JAP
37.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,20002.488481892287,,BANG
34.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.520235897508,10,MYS
34.0,5.0,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,32,20002.50554574344,17,MUM
20.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21,20002.518723542828,19,BANG
36.0,4.6,Windy,Medium,1,Buffet,scooter,,No,Urban,26,20002.518858842705,17,JAP
31.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,31,20002.51593930853,21,INDO
37.0,4.0,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.51750187729,14,AURG
32.0,3.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,20002.511164656677,20,BANG
24.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,13,20002.51379724782,17,PUNE
35.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,25,20002.51116251094,18,BANG
27.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,20002.5110959134,17,COIMB
21.0,4.6,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,20002.49756150012,20,CHEN
25.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.517401725836,15,CHEN
20.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.491840716462,20,DEH
36.0,4.1,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,49,20002.498712275483,20,INDO
35.0,4.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Semi-Urban,49,20002.509249042734,17,KNP
31.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.511670704276,21,RANCHI
36.0,4.1,Windy,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,52,20002.498720467323,21,INDO
20.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.51360299659,18,MYS
25.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.508327589785,22,BANG
29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,12,20002.520246757063,8,RANCHI
20.0,5.0,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,15,20002.513956392915,17,KOL
24.0,4.7,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.519728769184,8,JAP
22.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,21,20002.485939621944,19,ALH
28.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,20002.48825196938,18,COIMB
28.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.48940636288,18,MUM
34.0,4.0,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.511608710065,20,VAD
28.0,5.0,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51746205729,13,HYD
21.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.489325344788,21,PUNE
34.0,4.8,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.51752493338,12,SUR
28.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,20002.497556728988,,CHEN
28.0,4.8,Cloudy,High,1,Buffet,motorcycle,1.0,No,Urban,29,20002.519684421593,11,HYD
21.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,,19,20002.51357151157,18,COIMB
21.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,11,20002.5063286684,23,JAP
36.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.51969073876,9,MUM
35.0,4.6,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,20002.52024543789,8,VAD
26.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,10,20002.51134894256,17,HYD
34.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.486391125814,22,AGR
20.0,4.9,Fog,Low,1,Snack,motorcycle,,No,Metropolitian,18,20002.51879389919,23,SUR
29.0,4.8,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.51144040631,17,MUM
31.0,4.5,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,26,20002.517489044094,13,MUM
31.0,5.0,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,20002.498493722116,20,SUR
27.0,4.5,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Urban,17,20002.486390622103,18,AGR
21.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51763093842,13,KNP
31.0,4.4,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,36,20002.498720822245,19,INDO
29.0,5.0,Fog,Medium,2,Snack,scooter,0.0,No,Urban,10,20002.513993157754,17,RANCHI
37.0,5.0,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.515665428917,19,COIMB
26.0,2.8,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,39,20002.49801979689,23,HYD
30.0,4.6,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,25,20002.51360337252,17,MYS
22.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.51109601312,23,COIMB
33.0,4.9,Stormy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,31,20002.51739289977,15,MYS
25.0,5.0,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,13,20002.520257046745,11,LUDH
28.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.519700257817,,SUR
22.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,20002.506329892203,22,JAP
32.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,45,20002.511162830073,,BANG
33.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,31,20002.518719707867,17,MYS
25.0,4.2,Sunny,High,0,Drinks,motorcycle,3.0,No,Metropolitian,43,20002.517379154437,12,COIMB
39.0,4.5,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,20002.518805772415,18,VAD
28.0,4.6,Windy,Medium,2,Drinks,motorcycle,1.0,No,Urban,18,20002.497554441616,18,BANG
28.0,5.0,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,20,20002.508943464272,23,INDO
34.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.518719630178,19,MYS
36.0,4.8,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,20002.51384789166,20,AURG
